Time_min,D16_micron,D50_micron,D84_micron
1,12.69,21.9186,37.8726
2,14.5074,22.142,39.1886
3,14.7906,25.311,45.2876
4,12.0392,22.2732,36.2085
5,13.7334,23.8902,40.4058
6,15.3597,24.0603,42.3574
7,14.8526,20.6143,39.0374
8,10.3905,21.1292,45.5437
9,10.9394,21.0108,42.5845
10,9.836,18.8137,41.4947
11,11.1896,24.135,52.6585
12,10.7076,25.7462,58.9351
13,12.707,25.6562,50.4413
14,10.0411,22.1964,52.5385
15,10.8944,23.2154,52.2887
16,11.3364,26.812,57.5129
17,11.6101,28.3327,61.0717
18,11.7748,28.0125,60.7547
19,11.8495,29.9468,63.2553
20,12.4182,31.2588,64.1316
21,12.5581,31.011,66.192
22,12.7246,32.2777,67.0235
23,12.6481,29.9504,62.0003
24,12.5483,27.008,59.8238
25,12.9967,30.9887,64.1519
26,12.8983,33.105,65.0593
27,13.7449,32.0007,62.5902
28,14.2737,33.6017,60.9498
29,14.5902,31.6758,59.0113
30,14.7817,35.1424,66.1305
31,15.3879,34.4917,59.6119
32,15.5762,34.1791,62.6337
33,17.0028,39.0862,71.148
34,17.7843,38.1349,69.7567
35,19.6672,40.9928,73.4134
36,18.653,41.8867,77.291
37,18.9432,43.5536,76.8399
38,19.4458,43.256,76.7904
39,20.7801,42.43,73.5608
40,22.1422,45.4066,79.2432
41,22.8894,47.2465,82.6119
42,24.8729,48.6956,83.1776
43,27.1392,47.763,88.2361
44,27.9958,52.3247,85.7582
45,27.9447,53.1796,86.7343
46,27.9935,52.7828,85.8555
47,27.6044,50.7595,88.032
48,28.6696,51.1994,90.7181
49,29.023,51.9986,83.8358
50,30.4403,53.7603,93.5389
51,31.0196,55.6696,93.5283
52,32.0782,53.998,91.1629
53,32.8123,58.7193,95.2607
54,30.5581,53.5597,90.8811
55,33.4644,58.2528,98.9676
56,35.4623,61.7647,99.2333
57,34.2933,59.4399,100.523
58,36.3288,60.7522,104.501
59,36.3046,59.2983,99.0595
60,36.9495,61.814,97.5424
61,36.7784,60.9164,102.658
62,36.8614,61.3313,104.623
63,36.95,61.1564,103.054
64,36.7114,62.2859,105.14
65,38.6722,64.5352,104.345
66,38.1817,62.9321,101.091
67,39.9461,64.7892,105.386
68,42.5343,64.7468,108.136
69,40.7347,65.44,109.119
70,43.9931,66.5939,107.215
71,38.9686,66.6973,110.143
72,41.8902,65.8471,108.086
73,43.908,67.4794,103.487
74,42.8138,63.7936,101.989
75,43.415,66.3054,106.513
76,43.3421,65.8364,107.75
77,42.3891,67.0921,105.777
78,42.9184,64.9434,108.887
79,45.1844,69.1988,105.975
80,45.8688,68.1081,108.222
81,44.3252,67.4799,106.582
82,44.9336,69.0775,112.123
83,47.1206,69.1475,110.306
84,46.5012,69.6614,111.058
85,45.3587,69.8114,114.973
86,48.0127,72.0446,116.967
87,45.546,68.7365,107.171
88,46.7518,69.412,109.849
89,48.0556,69.9642,115.195
90,47.4591,70.4823,114.087
91,46.8018,70.4478,114.668
92,48.6657,72.2114,117.21
93,49.6901,73.1624,119.186
94,49.1864,72.667,117.429
95,49.602,68.9982,115.698
96,50.4111,71.5819,114.624
97,50.3676,73.3954,117.177
98,51.6751,74.115,115.302
99,50.8866,74.6932,120.108
100,50.6033,73.0844,117.137
101,53.2971,74.2219,121.443
102,50.6201,77.9103,119.488
103,51.8569,73.639,114.445
104,51.8955,71.9045,117.601
105,52.1037,73.3438,118.612
106,54.3877,78.7261,119.405
107,53.657,74.9667,118.514
108,52.9906,72.2965,114.096
109,50.5562,71.3948,111.076
110,54.0951,75.2219,117.549
111,54.4345,76.2235,119.722
112,54.4069,75.7474,118.846
113,53.5372,74.3994,116.969
114,50.3885,73.7784,116.003
115,53.3987,76.0355,116.186
116,55.1332,76.319,122.237
117,52.5646,77.3732,123.245
118,52.0572,73.1129,119.876
119,53.4953,74.6598,114.823
120,53.6328,76.8844,122.814
121,52.6554,79.4752,127.634
122,53.7108,78.921,123.263
123,55.4502,76.3198,123.281
124,50.8769,73.7006,117.304
125,57.7638,77.1332,118.662
126,53.6334,75.1939,120.951
127,53.5996,77.5616,121.833
128,54.3557,79.9005,119.894
129,55.313,78.4768,125.074
130,51.1333,77.707,123.281
131,58.6424,80.6355,125.599
132,56.1136,78.8079,124.211
133,57.2925,78.5639,125.241
134,53.6165,79.782,120.863
135,53.6459,77.8624,119.575
136,56.6523,78.2283,128.246
137,59.2249,81.7226,124.548
138,57.6539,78.5449,127.066
139,57.3345,81.8269,126.81
140,55.8657,79.1887,127.037
141,55.0619,75.9753,121.529
142,57.7794,78.2883,123.83
143,59.6945,81.2881,126.492
144,57.0163,80.9401,132.184
145,56.9169,80.3077,127.693
146,58.8564,79.8414,125.449
147,57.4854,78.7259,122.617
148,56.1133,78.1066,125.995
149,58.3621,80.5941,126.591
150,58.1568,82.4927,128.205
151,58.5527,79.391,123.071
152,57.9372,79.5672,123.326
153,57.0225,80.2973,125.733
154,60.5292,79.5166,120.461
155,57.1002,80.871,128.979
156,57.0149,80.4107,127.67
157,58.8814,81.9432,126.706
158,58.4654,81.082,129.666
159,61.4461,82.7033,132.044
160,58.2117,82.4661,125.837
161,56.3513,80.2434,124.938
162,57.2725,78.5806,125.826
163,60.5447,81.5463,127.385
164,62.3741,81.8334,123.987
165,60.1148,82.6596,131.255
166,55.7808,77.609,123.246
167,59.3398,81.5944,131.22
168,58.5265,83.1797,128.438
169,56.6932,78.5553,129.76
170,61.2967,80.8734,130.137
171,60.7942,83.6169,135.615
172,58.3793,79.0131,129.507
173,59.4958,83.1626,133.421
174,60.3176,81.5276,128.896
175,61.5357,83.7099,128.759
176,62.585,82.7367,135.534
177,58.6534,81.8274,131.665
178,61.329,82.3399,129.834
179,58.0974,82.5552,128.817
180,61.3028,82.0647,129.179
181,61.0476,82.0056,133.073
182,58.8719,83.3698,132.112
183,58.0723,82.6055,129.726
184,64.2548,83.5145,134.539
185,60.5732,83.543,126.464
186,60.2711,84.3603,132.768
187,62.9312,84.9752,130.894
188,62.5038,83.1856,127.883
189,62.8326,83.2637,130.838
190,60.6759,84.4444,137.114
191,62.8459,81.6955,130.439
192,59.3916,81.8138,129.498
193,61.8051,82.8682,129.633
194,63.3216,83.1532,128.447
195,61.4906,82.956,129.832
196,63.9204,84.4311,134.664
197,62.6094,83.7111,129.463
198,62.9252,86.2124,132.644
199,61.5476,83.123,133.501
200,62.7959,85.1737,128.41
201,63.5425,84.8481,133.259
202,63.697,84.3494,132.196
203,63.5819,83.312,128.735
204,61.7598,81.4788,127.501
205,61.7718,83.9246,127.467
206,62.202,85.9305,134.457
207,62.0982,83.0748,135.898
208,62.7562,83.1873,135.926
209,62.3609,83.7899,134.897
210,63.7562,86.4489,137.445
211,64.0623,86.8044,129.931
212,64.8158,84.1304,135.855
213,61.8598,85.3655,134.622
214,63.2153,84.1838,130.959
215,64.1936,84.3171,135.414
216,64.5562,83.807,131.345
217,63.7035,84.1798,130.045
218,62.8191,86.7575,127.532
219,63.2426,83.8866,133.282
220,63.1722,85.0983,130.368
221,61.4184,86.2719,134.741
222,64.0762,84.2485,133.251
223,63.1585,83.3841,130.733
224,61.501,85.3746,132.938
225,59.8594,81.7425,128.25
226,60.9007,82.209,128.461
227,63.0545,83.4708,131.169
228,64.4957,86.1864,131.049
229,62.5702,84.459,137.544
230,65.1938,88.0735,134.768
231,62.692,87.4745,136.085
232,63.6626,86.9228,134.318
233,64.7942,87.8934,129.996
234,65.0499,87.3879,137.803
235,62.3773,85.4344,134.656
236,60.8881,81.0497,131.053
237,63.003,84.6043,129.889
238,66.0944,85.2387,130.217
239,63.4534,84.7063,132.27
240,63.2354,83.919,134.584
241,63.2889,83.5091,135.818
242,65.1331,86.9367,135.185
243,62.0677,83.8671,127.473
244,65.1905,85.2443,137.228
245,62.3673,83.8015,134.698
246,66.7432,86.6425,139.61
247,63.7255,85.1374,131.434
248,64.6084,86.9632,133.361
249,61.0536,82.2677,126.335
250,65.3087,86.7774,127.528
251,66.1811,85.8282,131.799
252,67.5156,87.9998,135.756
253,65.9411,85.7728,127.543
254,64.6285,87.9684,135.7
255,63.0005,83.1728,128.875
256,63.6793,85.1006,137.282
257,63.8765,85.4914,134.632
258,64.577,84.6502,130.648
259,63.7373,86.4098,136.77
260,63.0862,84.1385,131.622
261,62.8753,84.1272,132.689
262,65.1949,86.2647,133.216
263,63.363,83.0588,126.647
264,63.8566,83.5668,130.828
265,65.5507,87.1207,137.699
266,64.7659,86.2167,128.692
267,65.4286,85.3719,132.821
268,63.1229,85.4546,134.157
269,64.8355,86.3058,133.771
270,66.6163,89.3998,137.639
272.5,65.0375,84.3427,132.511
277.5,65.9065,85.9511,134.183
282.5,65.0629,86.0576,134.449
287.5,65.4063,86.667,132.738
292.5,65.5819,85.122,135.715
297.5,64.1576,85.3619,135.256
302.5,67.2392,89.2797,136.998
307.5,66.0593,85.7189,135.814
312.5,66.1856,86.7873,137.512
317.5,65.0332,87.9974,137.317
322.5,67.554,88.1588,133.531
327.5,64.7272,84.4437,134.087
332.5,69.3441,87.8215,134.451
337.5,66.2548,86.0834,136.029
342.5,66.4094,85.8191,139.69
347.5,65.4,84.9138,137.698
352.5,67.7212,87.4745,138.835
357.5,65.2487,87.0267,130.669
362.5,69.4026,88.2346,131.807
367.5,67.4866,87.6234,135.296
372.5,68.2117,88.8005,133.157
377.5,67.3187,88.0884,141.844
382.5,68.1721,86.9142,133.617
387.5,67.1266,87.6195,132.852
392.5,69.3027,87.1654,138.677
397.5,69.2539,89.8506,141.145
402.5,70.0338,89.193,141.505
407.5,67.3498,89.1563,139.286
412.5,70.5138,89.7249,138.994
417.5,67.6309,88.6644,138.958
422.5,68.718,89.292,138.882
427.5,66.5549,86.5816,140.822
432.5,68.5864,90.2333,138.426
437.5,67.2789,86.7098,137.068
442.5,67.8661,91.2896,137.086
447.5,67.5615,87.9096,134.915
542.5,71.1854,91.2216,142.941
547.5,70.8119,91.8706,146.607
552.5,70.4332,90.0436,140.389
557.5,72.6884,92.7276,144.587
562.5,70.724,93.2999,146.431
567.5,70.5863,91.1029,143.901
572.5,70.995,88.733,140.341
577.5,71.0798,91.4424,148.089
582.5,70.5977,91.5876,142.238
587.5,70.3286,88.4974,140.516
592.5,71.5871,88.1317,141.63
597.5,69.3374,87.7489,136.156
602.5,70.581,91.3272,145.788
607.5,72.301,89.7694,138.664
612.5,71.3408,91.5572,142.933
617.5,69.5304,90.6705,139.707
622.5,71.4153,90.8496,139.992
627.5,71.7349,87.7514,138.786
632.5,72.3018,91.3549,144.089
637.5,70.0347,89.5988,141.481
642.5,71.3165,89.7267,137.645
647.5,71.4141,92.3039,145.837
652.5,69.8402,88.7283,139.31
657.5,70.0646,90.1983,141.004
662.5,71.8747,91.3423,141.104
667.5,71.3109,90.0562,138.242
672.5,70.6456,90.4094,136.55
677.5,70.4682,90.7181,141.128
682.5,70.8582,89.4755,142.158
687.5,70.6457,89.9521,140.976
692.5,72.3239,91.5508,140.824
697.5,71.0095,90.4915,139.196
702.5,70.0646,89.4223,139.921
707.5,72.0042,90.0445,142.422
712.5,71.4085,90.7107,141.184
717.5,70.3672,88.7856,131.018
722.5,68.9202,89.6059,138.568
727.5,69.1276,89.9751,136.307
732.5,70.7834,90.6851,140.808
737.5,70.0247,89.1045,139.774
742.5,69.6866,87.8234,136.613
747.5,72.1257,91.3151,143.5
752.5,70.5813,90.3238,138.262
757.5,70.3211,90.756,141.185
762.5,69.9471,89.8619,140.173
767.5,73.0544,89.8023,139.292
772.5,72.2571,91.1247,138.167
777.5,71.5978,89.1941,133.831
782.5,69.1257,89.8622,138.213
787.5,70.0964,89.2228,139.343
792.5,73.3591,91.6698,144.827
797.5,70.1372,89.145,137.449
802.5,70.1819,90.1077,139.609
807.5,70.6358,89.6128,145.956
812.5,71.3889,92.0023,145.097
817.5,72.6896,90.8198,139.153
822.5,70.5558,90.8874,140.49
827.5,73.9841,92.9493,146.08
832.5,71.0472,89.8394,141.341
837.5,70.8493,90.3874,141.827
842.5,72.9505,93.0599,147.461
847.5,73.9418,92.6622,140.788
852.5,72.834,91.7002,140.004
857.5,72.5454,90.4675,141.121
862.5,73.3594,91.7081,145.712
867.5,72.2543,91.1834,141.684
872.5,71.2828,90.7097,140.399
877.5,71.6114,90.1283,142.454
882.5,72.2889,90.9663,140.776
887.5,71.4847,90.4933,139.605
892.5,71.4016,90.269,138.403
897.5,71.772,91.0378,141.958
902.5,72.5294,90.7279,139.424
907.5,72.2496,91.4264,144.686
912.5,70.9235,89.9592,139.121
917.5,71.4281,89.3817,140.427
922.5,70.6392,88.4825,136.592
927.5,70.6373,89.0768,141.534
932.5,72.5185,92.4634,140.769
937.5,71.3968,89.1288,135.019
942.5,70.7737,90.0672,142.472
947.5,71.4157,89.535,137.933
952.5,69.7362,88.8796,138.119
957.5,71.7417,90.4205,142.072
962.5,72.6208,91.0446,141.041
967.5,69.6913,89.2648,138.378
972.5,70.7388,88.8221,137.493
977.5,70.3271,91.7015,138.312
982.5,70.4833,89.7578,135.903
987.5,71.7193,88.6702,137.457
992.5,71.9588,89.8534,142.341
997.5,72.1698,90.6138,141.451
1002.5,71.8975,91.0673,136.956
1007.5,71.4633,90.3439,138.355
1012.5,70.6399,90.4338,139.118
1017.5,72.0211,91.1733,138.043
1022.5,70.8785,88.7569,140.024
1027.5,71.1419,91.3972,143.44
1032.5,72.0136,89.131,140.925
1037.5,73.4211,92.0015,148.959
1042.5,70.8325,89.3806,137.942
1047.5,70.133,88.3826,134.822
1052.5,70.4934,88.8288,140.882
1057.5,71.5269,90.1501,138.012
1062.5,70.9975,90.1201,138.731
1067.5,73.0932,91.4419,143.65
1072.5,72.3029,90.1316,140.642
1077.5,71.2381,90.4813,138.882
1082.5,,90.7279,
1087.5,,91.4264,
1092.5,,89.9592,
1097.5,,89.3817,
1102.5,,88.4825,
1107.5,,89.0768,
1112.5,,92.4634,
1117.5,,89.1288,
1122.5,,90.0672,
1127.5,,89.535,
1132.5,,88.8796,
1137.5,,90.4205,
1142.5,,91.0446,
1147.5,,89.2648,
1152.5,,88.8221,
1157.5,,91.7015,
1162.5,,89.7578,
1167.5,,88.6702,
1172.5,,89.8534,
1177.5,,90.6138,
1182.5,,91.0673,
1187.5,,90.3439,
1192.5,,90.4338,
1197.5,,91.1733,
1202.5,,88.7569,
1207.5,,91.3972,
1212.5,,89.131,
1217.5,,92.0015,
1222.5,,89.3806,
1227.5,,88.3826,
1232.5,,88.8288,
1237.5,,90.1501,
1242.5,,90.1201,
1247.5,,91.4419,
1252.5,,90.1316,
1257.5,,90.4813,
1442.5,77.2069,95.7886,151.123
1447.5,76.0924,94.7679,148.417
1452.5,73.4772,92.4145,144.629
1457.5,74.671,95.3117,147.767
1462.5,77.2773,97.1647,147.879
1467.5,75.178,95.3899,147.952
1472.5,76.4223,94.0708,141.966
1477.5,76.0409,94.8774,146.997
1482.5,76.8554,94.3485,147.136
1487.5,76.165,95.8439,146.471
1492.5,75.8714,94.2773,146.381
1497.5,75.5026,96.0996,148.464
1502.5,77.4348,96.5977,146.272
1507.5,75.1881,93.3141,142.205
1512.5,75.3562,93.6762,144.631
1517.5,74.6818,93.6902,149.651
1522.5,77.4527,94.9343,148.544
1527.5,78.9191,95.8377,148.165
1532.5,75.7074,94.0901,148.338
1537.5,77.492,96.9474,148.97
1542.5,76.882,95.4381,146.083
1547.5,75.8236,96.026,148.947
1552.5,76.6984,95.3134,147.034
1557.5,76.859,95.5338,152.16
1562.5,76.9782,96.5612,151.103
1567.5,77.4297,97.1929,150.675
1572.5,79.0385,100.179,155.855
1577.5,75.7806,94.5692,149.428
1582.5,76.7007,97.7947,149.591
1587.5,76.2215,93.7686,146.451
1592.5,77.3374,96.3231,149.741
1597.5,75.8135,95.4333,149.165
1602.5,79.4435,97.831,152.276
1607.5,78.5387,96.0548,152.725
1612.5,76.4263,97.8332,149.818
1617.5,79.5887,99.1428,154.508
1742.5,77.2075,96.2117,146.515
1747.5,76.9853,96.5057,148.405
1752.5,77.6497,97.0005,151.877
1757.5,79.5355,95.8957,149.878
1762.5,76.6126,95.2277,147.449
1767.5,77.5599,95.3932,149.468
1772.5,76.9233,95.0574,147.583
1777.5,76.9806,95.6677,146.92
1782.5,78.0804,96.2522,151.623
1787.5,77.1859,95.7542,146.217
1792.5,77.8184,96.554,149.928
1797.5,77.0468,96.5762,150.449
1922.5,75.7444,95.0078,147.281
1927.5,78.392,95.656,147.125
1932.5,78.065,95.6704,146.221
1937.5,76.4793,94.4325,145.631
1942.5,75.6539,93.8976,149.295
1947.5,78.4961,95.5684,149.117
1952.5,76.7152,95.2041,145.269
1957.5,77.0224,93.8147,143.383
1962.5,77.3513,95.2214,147.059
1967.5,77.2147,96.3002,149.325
1972.5,76.3661,96.3853,147.281
1977.5,76.5429,95.8409,143.421
