Time_min,D16_micron,D50_micron,D84_micron
142,51.481,74.3337,114.101
143,50.1778,73.853,117.366
144,51.7257,74.0489,116.931
145,51.9943,74.9452,119.382
146,51.6989,74.5996,117.843
147,52.6956,74.3065,118.563
148,52.0068,74.0422,116.892
149,51.7388,74.352,116.381
150,52.316,73.7362,117.504
151,54.2353,74.7345,117.022
152,52.1218,73.3123,119.594
153,51.3584,72.0678,113.413
154,53.0316,72.9053,112.21
155,53.5138,74.9541,119.552
156,53.3957,73.5158,111.462
157,53.475,74.7805,115.841
158,53.3204,74.0821,116.414
159,53.1599,72.1918,111.989
160,53.342,72.8024,115.426
161,53.791,75.6905,114.264
162,55.2608,75.166,116.675
163,54.6388,76.2757,121.598
164,56.9145,78.1197,121.798
165,51.4436,74.9268,118.067
166,52.8918,73.049,111.552
167,52.5388,71.6408,119.783
168,52.3571,74.0339,114.293
169,55.9749,76.5799,114.694
170,54.1608,74.9341,118.496
171,53.7969,74.962,116.318
172,53.2357,74.2349,117.198
173,54.3934,76.2052,121.196
174,53.0095,74.0305,114.323
175,52.4562,73.6376,119.801
176,53.3758,73.1653,116.103
177,54.6971,77.6196,126.986
178,57.252,78.8572,120.164
179,52.3753,75.4595,117.299
180,56.3646,77.4177,121.234
181,55.8469,77.2973,123.016
182,56.7714,78.1936,126.019
183,55.2387,77.1685,116.904
184,54.8237,74.8147,117.743
185,55.773,76.1485,116.675
186,55.0425,77.4529,124.01
187,54.5795,73.2287,114.859
188,57.2241,77.7761,122.526
189,54.7668,76.6565,118.414
190,57.7238,79.7898,125.881
191,54.9221,76.1104,122.225
192,56.7214,76.915,121.918
193,54.5911,76.4194,117.216
194,56.4413,79.3681,127.371
195,55.1692,77.4247,120.473
196,56.2066,78.57,124.222
197,55.4818,76.3679,121.313
198,55.9775,77.0405,123.21
199,55.6508,79.005,122.946
200,57.0612,78.4204,122.541
201,58.1496,77.268,119.254
202,56.283,77.8274,121.702
203,57.0165,80.2676,125.339
204,58.5148,76.9937,122.282
205,57.4926,79.0771,125.321
206,59.181,80.4441,125.486
207,55.8766,76.4878,126.368
208,58.2917,79.7266,126.356
209,55.8101,77.8409,120.719
210,58.0227,77.7194,123.087
211,57.1955,79.084,124.437
212,60.316,80.5792,129.257
213,57.2892,77.4056,120.854
214,57.6371,77.1812,122.949
215,58.2009,80.9032,121.824
216,58.1581,77.4465,120.304
217,56.7149,75.0804,119.233
218,56.1844,76.4222,120.375
219,60.033,80.5276,130.813
220,57.8502,77.9979,124.938
221,56.2919,78.767,121.517
222,57.9307,79.5664,126.709
223,58.1068,78.6441,126.434
224,56.3653,77.1038,123.414
225,60.8223,80.9947,127.511
226,60.2477,78.7936,123.43
227,59.75,80.5308,129.896
228,59.5565,82.2757,128.572
229,57.9283,80.334,132.825
230,60.1534,80.4765,125.011
231,57.6683,77.957,119.687
232,58.6034,82.6795,129.331
233,60.4522,81.2133,128.537
234,59.3052,79.8545,123.85
235,58.7088,78.5483,120.858
236,57.9183,79.8777,125.085
237,59.2477,80.4245,125.493
238,57.8138,78.8449,126.657
239,57.7992,78.7842,129.81
240,60.2219,80.5704,128.142
241,60.7141,81.3876,131.497
242,58.4802,79.2791,128.8
243,59.6191,80.2249,124.069
244,57.1151,76.537,122.166
245,60.1845,80.8122,128.108
246,61.9832,82.0303,127.306
247,59.1135,80.9811,126.986
248,59.7667,80.8438,125.369
249,60.4693,81.2313,130.974
250,59.8238,81.8829,127.025
251,60.063,82.7762,132.997
252,58.9205,83.7487,126.245
253,60.2456,81.5493,122.587
254,60.553,82.1485,132.518
255,58.9795,83.6999,127.762
256,61.546,82.21,124.846
257,61.6902,83.4212,131.75
258,59.2672,80.7387,132.094
259,62.6112,82.7469,131.436
260,60.4236,81.2985,123.699
261,61.8817,84.3925,132.942
262,59.5824,79.9113,124.467
263,58.1975,80.3837,129.169
264,60.831,81.6483,129.668
265,60.8571,81.2012,126.521
266,61.5773,80.3212,125.54
267,63.0942,83.2231,130.523
268,61.5147,79.935,130.331
269,61.5196,83.1415,126.572
270,61.0152,82.3919,127.106
272.5,63.5178,82.334,127.138
277.5,60.2555,81.6708,127.786
282.5,61.9321,83.1317,131.613
287.5,61.2505,80.3478,132.197
292.5,61.3103,79.8295,126.021
297.5,64.2872,82.9076,133.042
302.5,61.7402,81.7878,128.719
307.5,62.5383,82.9389,129.338
312.5,65.6981,86.5896,131.181
317.5,60.9769,82.3431,127.026
322.5,63.5491,83.2598,128.715
327.5,64.9846,85.0222,134.984
332.5,62.0331,83.4828,129.086
337.5,62.0304,82.5601,129.341
342.5,63.4129,82.9536,127.008
347.5,63.0792,84.4325,135.274
352.5,64.2367,83.5608,133.564
357.5,64.9667,83.3143,130.197
362.5,63.0596,82.0848,127.436
367.5,65.2591,85.2957,131.939
372.5,63.4833,85.2783,132.511
377.5,64.9447,83.2173,129.613
382.5,63.9603,84.6024,131.211
387.5,65.3888,84.8943,134.36
392.5,66.135,85.9652,135.091
397.5,64.4588,84.1367,131.53
402.5,64.7961,86.3454,134.686
407.5,67.6075,86.0405,134.98
412.5,67.8867,88.0866,139.2
417.5,66.3113,87.8041,133.239
422.5,64.4685,84.0314,129.322
427.5,65.1129,85.1284,136.575
432.5,68.1543,87.0674,134.944
437.5,65.9241,83.8095,132.856
442.5,64.9641,85.0194,135.308
447.5,65.714,84.3537,131.015
482.5,67.4084,87.4755,136.911
487.5,67.3787,83.9693,131.092
492.5,63.4821,82.6962,134.384
497.5,66.0376,84.0573,131.099
502.5,63.844,83.1113,133.064
507.5,66.5277,87.0939,137.386
512.5,66.7283,84.9337,131.778
517.5,66.4594,85.4927,135.312
522.5,66.4595,88.7178,135.325
527.5,66.6246,84.3978,131.125
532.5,66.4449,86.8686,139.829
537.5,66.1401,87.2475,131.691
542.5,65.984,85.7737,135.698
547.5,67.6007,87.4745,134.056
552.5,68.5086,86.537,132.026
557.5,66.8926,87.8954,137.81
562.5,66.8863,87.0438,134.852
567.5,69.8445,89.7373,137.561
572.5,67.1011,86.0765,129.074
577.5,65.5596,86.128,133.752
582.5,67.201,86.9073,133.861
587.5,66.9393,87.1048,137.042
592.5,67.7452,88.6389,137.636
597.5,68.1692,88.1281,136.115
602.5,69.3837,87.287,133.775
607.5,66.8622,86.5527,135.309
612.5,67.2693,88.2069,133.547
617.5,67.9515,87.33,136.356
622.5,68.6413,87.5939,135.344
627.5,69.6374,89.7539,139.217
632.5,68.2257,86.6144,134.296
637.5,70.9432,89.7485,137.967
642.5,68.2357,87.6515,133.743
647.5,68.7239,88.7771,137.345
652.5,66.8456,88.1668,137.511
657.5,68.9194,86.1248,137.079
662.5,68.5054,86.3385,136.647
667.5,67.5067,86.7313,136.347
672.5,66.5067,85.3563,130.086
677.5,70.0891,87.3735,132.018
682.5,70.8044,88.412,136.84
687.5,66.8089,86.0635,137.726
692.5,67.9792,87.0637,135.371
697.5,68.2574,86.5043,134.189
702.5,67.8721,86.4357,139.997
707.5,69.9871,89.7851,139.894
712.5,68.2836,88.7135,138.39
717.5,68.3328,87.9814,133.707
722.5,69.5436,85.5945,137.553
727.5,68.4352,85.6626,134.43
732.5,68.7745,89.8077,141.483
737.5,70.1827,88.253,132.925
742.5,69.2897,88.1169,139.771
747.5,71.6765,89.1188,137.251
752.5,69.5187,88.2172,132.523
757.5,67.7892,86.0937,136.234
762.5,69.1155,87.0355,131.023
767.5,69.5282,90.4932,139.142
772.5,70.1526,87.8254,135.472
777.5,68.6462,88.0523,136.68
782.5,67.1372,86.0778,134.378
787.5,69.9788,88.4771,140.631
792.5,70.0574,88.5367,137.509
797.5,67.462,85.8472,135.17
802.5,72.6277,90.3414,139.166
807.5,70.3927,88.0794,135.822
812.5,70.4206,88.1093,135.355
817.5,67.2957,87.1037,134.601
822.5,68.4207,88.1796,137.217
827.5,70.124,87.378,135.846
832.5,70.117,89.374,139.442
837.5,68.6998,86.8319,135.605
842.5,71.8957,89.3086,141.22
847.5,71.0197,86.858,137.183
852.5,70.4602,89.921,138.039
857.5,68.6153,87.2277,134.586
862.5,68.4236,85.7659,134.456
867.5,70.762,88.906,143.287
872.5,70.1467,88.6485,138.642
877.5,69.1704,90.6175,136.014
882.5,69.0379,87.6475,134.403
887.5,69.4364,87.3101,139.098
892.5,68.4732,85.9455,136.556
897.5,71.0055,89.0287,135.068
902.5,69.7206,88.4798,136.729
907.5,69.5935,87.3741,137.878
912.5,68.2443,89.1941,139.253
917.5,70.8361,88.1545,136.148
922.5,69.5109,88.3289,139.109
927.5,71.1616,88.8571,137.252
932.5,69.2962,86.5886,137.762
937.5,70.1403,91.0254,144.467
942.5,70.8179,87.2142,134.438
947.5,69.4306,87.6887,134.955
952.5,69.4257,89.2944,138.286
957.5,70.6503,89.9532,134.758
962.5,69.9783,87.2509,136.282
967.5,69.7264,88.5858,135.689
972.5,70.8172,89.9982,138.008
977.5,69.5352,90.1556,140.489
982.5,68.0686,88.2799,134.859
987.5,69.7813,88.4775,137.35
992.5,71.6201,89.1824,133.295
997.5,70.874,87.9193,134.701
1002.5,69.5552,87.6009,137.756
1007.5,70.0435,88.7992,140.848
1012.5,70.0274,87.6896,133.978
1017.5,71.5152,89.0706,136.588
1022.5,68.7648,87.1434,134.233
1027.5,69.1718,86.7707,134.931
1032.5,70.9404,89.8958,136.281
1037.5,71.3859,87.6788,136.756
1042.5,69.7624,89.8459,138.811
1047.5,69.8346,86.3702,132.412
1052.5,70.3361,88.9787,142.139
1057.5,70.8049,90.1471,140.352
1062.5,70.0937,87.4562,135.854
1067.5,69.7875,87.5414,139.026
1072.5,71.2123,89.7475,141.755
1077.5,69.2627,86.6197,135.06
1082.5,72.6635,91.7917,141.341
1087.5,68.9967,88.2175,136.968
1092.5,68.1953,87.8668,133.958
1097.5,69.8413,89.877,142.701
1102.5,70.5553,87.8481,135.827
1107.5,70.1517,87.7671,136.75
1112.5,72.361,90.5118,138.014
1117.5,69.8515,89.2675,135.638
1122.5,70.7695,87.8933,143.563
1127.5,71.677,89.0865,137.429
1132.5,70.5351,90.0868,139.723
1137.5,71.3403,89.2772,139.423
1142.5,70.0722,86.8882,135.918
1147.5,70.8667,90.1528,138.164
1152.5,72.0955,89.0368,137.007
1157.5,72.3522,88.9193,136.015
1162.5,71.0649,88.1438,139.772
1167.5,71.6155,91.4461,142.486
1172.5,71.8925,90.2592,142.093
1177.5,72.1984,89.1508,140.168
1182.5,72.3951,90.2658,138.87
1187.5,70.5046,88.9673,141.112
1192.5,73.3776,91.6346,142.672
1197.5,70.8763,87.7396,139.388
1382.5,74.4646,92.8939,143.142
1387.5,73.3353,90.5696,137.563
1392.5,72.527,91.0806,142.21
1397.5,70.0148,87.7572,135.009
1402.5,74.1479,92.4743,141.015
1407.5,73.0006,91.1604,142.469
1412.5,70.7884,88.4501,139.848
1417.5,72.4889,89.9608,138.695
1422.5,74.9396,93.3576,146.256
1427.5,72.9531,91.1738,143.159
1432.5,73.9416,89.6104,139.226
1437.5,72.8846,90.8807,140.813
1442.5,74.6297,92.4809,146
1447.5,74.9281,92.5487,142.237
1452.5,74.4666,94.9,144.604
1457.5,72.6296,91.5027,141.545
1462.5,74.503,91.6718,142.048
1467.5,73.9479,91.9215,139.875
1472.5,73.3109,94.3663,144.048
1477.5,74.1998,92.2999,143.591
1482.5,73.2116,91.3043,144.597
1487.5,73.845,92.414,140.06
1492.5,72.6099,92.5918,140.978
1497.5,73.6328,89.6852,141.427
1502.5,72.7648,89.6742,140.881
1507.5,73.127,90.6603,140.211
1512.5,74.3426,92.2464,144.321
1517.5,74.6703,91.7538,143.297
1522.5,73.1961,92.229,139.902
1527.5,73.5226,91.6649,144.162
1532.5,73.6974,91.8005,141.153
1537.5,72.2071,92.94,140.729
1542.5,73.7247,92.3225,146.242
1547.5,71.8692,90.1656,140.116
1552.5,74.434,91.9114,140.792
1557.5,73.8447,94.3865,145.22
1742.5,73.4946,90.6368,141.131
1747.5,71.5298,90.2398,138.793
1752.5,72.9919,89.6116,137.818
1757.5,72.8017,91.0349,134.034
1762.5,72.6246,91.5665,143.58
1767.5,72.5195,89.2047,140.298
1772.5,72.3563,90.5214,141.899
1777.5,71.9563,87.9019,133.266
1782.5,72.8439,90.9338,141.248
1787.5,72.1955,89.6141,141.54
1792.5,71.3239,88.0713,138.28
1797.5,69.754,87.0385,134.025
