Time_min,D16_micron,D50_micron,D84_micron
1,15.4626,24.7619,41.3293
2,14.393,23.2829,39.0181
3,13.3722,23.1483,43.4198
4,12.4388,22.3974,41.2997
5,14.1516,21.687,38.298
6,12.9388,22.7517,44.3829
7,14,22.7994,42.745
8,13.6329,26.2961,48.1273
9,15.8055,23.0602,44.4962
10,13.2393,24.3033,45.7928
11,17.1883,26.5736,47.3756
12,15.8865,27.9223,46.4801
13,11.7731,22.5103,43.2518
14,12.9235,23.6005,46.5028
15,12.3779,21.3141,44.4813
16,14.3554,23.1317,47.3163
17,13.0066,24.8812,51.0926
18,13.9923,26.0322,47.8986
19,10.7974,22.4136,44.9647
20,13.9286,26.9015,53.7742
21,10.7716,23.4265,49.3576
22,10.3796,22.0048,45.7517
23,11.1434,24.3904,53.8623
24,11.9808,27.6893,55.9042
25,12.0493,26.5191,57.2831
26,11.2893,26.555,54.952
27,12.3189,28.1858,57.1204
28,12.4824,26.4129,61.1273
29,12.4332,27.1079,59.1879
30,11.7604,28.341,54.9154
31,14.167,30.7529,60.9095
32,11.4392,26.6131,55.744
33,12.7952,28.7006,59.0967
34,13.0959,28.3848,63.3733
35,13.607,31.2798,61.2955
36,14.0818,31.7855,63.9464
37,13.0118,25.7699,51.2368
38,13.0496,29.5431,60.1114
39,13.4555,31.6233,61.9517
40,13.7495,29.6083,57.0375
41,13.6994,30.3334,55.1967
42,14.6898,29.6502,57.2361
43,14.4833,30.2273,55.2623
44,14.2585,31.6513,57.3047
45,15.649,30.8037,52.1282
46,15.6054,30.0199,53.0965
47,15.4707,31.3269,56.0463
48,14.7655,31.577,59.083
49,16.404,33.1435,58.6981
50,15.119,33.1918,59.3165
51,17.4804,34.8637,59.4067
52,16.9806,34.088,59.036
53,18.7806,35.7804,62.9554
54,17.0466,35.4556,61.436
55,18.5499,36.2749,62.9657
56,18.3907,37.2056,66.5136
57,19.9864,39.4597,71.1301
58,19.3488,37.6019,67.06
59,19.9408,37.8737,69.0358
60,19.6982,38.0714,68.3838
61,19.7256,39.6093,69.0027
62,20.4912,40.5828,68.8677
63,21.8912,41.2987,75.0904
64,21.0741,42.0401,70.3746
65,21.2727,42.9744,69.6214
66,22.5848,43.8195,77.5349
67,23.1183,43.2876,76.6721
68,22.3817,43.7703,74.7946
69,23.4898,44.1784,72.641
70,23.826,41.5674,70.9142
71,23.3385,45.4454,80.8324
72,28.049,47.3251,78.6259
73,25.4058,44.3415,79.7899
74,24.0565,44.9671,77.7333
75,25.5515,45.6803,77.8399
76,27.1522,46.8246,80.9812
77,27.3797,48.114,78.2776
78,30.0862,50.4603,83.5153
79,26.8078,48.2318,79.0913
80,27.1264,48.505,79.3434
81,29.8113,49.0571,81.2895
82,30.9839,52.0182,85.1022
83,31.0724,53.0961,89.5878
84,28.5489,50.0187,84.4092
85,30.0843,51.9419,85.9327
86,29.8459,51.0288,85.5599
87,29.8153,52.4773,86.4208
88,32.2537,54.5718,90.2148
89,32.6514,53.8425,91.1807
90,29.3676,52.3568,92.4743
91,32.3821,54.2253,90.2782
92,34.3681,56.7672,94.5085
93,36.0168,55.5284,91.646
94,36.1863,56.377,87.739
95,32.361,55.8388,88.8451
96,35.9565,59.0308,97.7958
97,34.9255,58.3652,93.5409
98,35.9636,57.1232,90.3839
99,36.9902,59.7553,96.1866
100,35.8027,57.7794,95.1667
101,37.5778,59.377,95.378
102,35.3142,59.5924,99.8552
103,35.0798,58.6383,96.5274
104,36.3811,58.1656,94.0751
105,37.0778,60.2521,96.6012
106,38.5769,59.6761,96.128
107,38.2979,59.6092,98.9321
108,37.1288,59.583,101.637
109,38.8977,58.6828,99.5425
110,39.8097,60.4074,98.4757
111,39.876,63.951,100.893
112,39.7672,61.2679,98.9998
113,40.0556,61.2586,96.9342
114,39.6041,62.5325,99.2223
115,41.2212,64.7311,100.092
116,42.0639,64.6113,101.068
117,41.3189,62.9353,97.6052
118,40.8517,65.2447,101.033
119,45.9072,64.5992,104.452
120,39.4903,63.1804,103.052
121,41.063,64.2881,103.744
122,41.22,62.3362,102.431
123,46.2579,66.1405,105.573
124,44.0183,64.1769,101.948
125,42.2473,66.665,104.772
126,44.2642,64.5086,107.009
127,43.2394,67.9199,105.443
128,44.1244,65.3795,104.247
129,43.5523,65.5754,103.858
130,43.7158,66.349,104.084
131,45.3465,69.1668,108.345
132,44.6484,68.7052,110.269
133,42.5472,66.7634,107.432
134,47.996,70.5813,117.807
135,44.5368,66.8669,104.996
136,43.3581,66.3891,106.048
137,42.9254,64.5406,101.914
138,43.6961,66.4746,103.818
139,45.8254,68.8204,107.467
140,47.0226,68.6676,107.327
141,45.4955,66.5547,107.654
142,46.642,67.1205,104.199
143,46.7053,67.5949,111.09
144,46.0662,68.6644,109.491
145,48.0579,70.2032,109.463
146,46.265,68.9804,107.697
147,49.2002,71.0734,113.047
148,45.9395,67.045,108.072
149,45.5974,70.0427,109.331
150,46.6873,67.507,107.397
151,50.4839,69.5648,116.93
152,47.9475,70.7977,113.017
153,49.4431,73.3949,118.399
154,49.1125,71.0476,114.44
155,48.0171,69.0828,113.583
156,49.2267,72.9345,114.017
157,49.6629,72.6897,113.673
158,48.3469,70.3344,113.717
159,48.2686,70.7529,111.195
160,49.5464,70.9278,111.328
161,50.2235,70.2465,110.876
162,52.0908,70.2627,111.448
163,48.6633,69.8686,108.571
164,49.0998,73.2687,118.672
165,50.8877,74.0439,113.857
166,50.7076,72.9012,114.842
167,48.8098,70.5183,111.147
168,47.8085,68.6317,109.347
169,49.742,71.9285,113.041
170,50.5168,73.0329,115.155
171,49.1844,73.9673,119.593
172,52.1224,74.8958,119.052
173,48.8618,71.517,109.01
174,50.6652,70.466,116.984
175,50.4906,73.4763,113.772
176,54.1412,73.7022,114.378
177,49.8963,70.3936,111.536
178,53.0948,71.11,112.719
179,52.9806,74.1888,113.503
180,52.8197,73.1734,117.846
181,52.5492,74.36,116.486
182,50.1816,71.8008,111.489
183,52.0933,73.1091,117.847
184,52.1027,74.1496,116.941
185,52.9261,73.6442,115.842
186,51.2489,72.2186,113.021
187,51.6096,73.7646,118.593
188,50.4979,70.3238,112.413
189,51.9768,75.2844,119.774
190,54.0666,75.7135,119.409
191,53.7194,76.0606,117.61
192,52.3197,72.4859,117.169
193,53.2438,71.7013,117.057
194,53.3634,74.5639,117.524
195,54.5127,76.4118,120.336
196,52.61,74.7792,125.655
197,54.2182,74.1418,117.656
198,53.1282,75.275,118.321
199,51.6633,74.2168,121.339
200,55.1784,76.2822,115.641
201,53.9366,73.4288,118.345
202,54.7271,76.4692,120.407
203,53.4219,74.6666,119.048
204,53.2093,73.9906,117.247
205,55.0788,75.7646,116.029
206,54.5224,74.6736,115.247
207,51.2122,72.7672,114.17
208,53.1948,74.6629,123.633
209,53.5445,73.8699,121.078
210,54.7193,76.8612,124.712
211,52.81,74.72,120.895
212,51.9746,73.8857,115.476
213,54.5103,73.1272,115.724
214,51.7231,74.7137,113.041
215,53.902,74.0717,117.226
216,50.9599,73.646,118.218
217,55.475,76.8369,120.345
218,52.1243,72.451,114.289
219,52.1028,75.9859,119.934
220,55.2024,79.3901,121.152
221,53.0321,72.9536,116.307
222,53.9362,76.4197,117.544
223,54.3418,77.4446,119.14
224,55.9983,75.9956,122.571
225,54.3005,73.3322,112.594
226,54.3933,76.5901,120.679
227,56.453,74.9697,118.75
228,54.858,74.725,118.859
229,54.4636,73.9772,118.708
230,56.8061,76.8288,117.771
231,53.4373,72.9653,114.49
232,53.8819,76.2162,115.746
233,56.7603,75.4454,116.407
234,55.1959,77.1755,118.667
235,54.7814,75.9181,117.38
236,54.1274,77.6686,121.553
237,55.8582,76.956,119.473
238,55.1359,76.1471,117.892
239,54.7937,76.9557,120.64
240,54.5209,73.9891,119.87
241,52.8657,75.2122,120.694
242,54.4759,77.0164,122.856
243,54.7898,76.46,124.092
244,56.8526,79.0482,126.809
245,56.0971,78.2178,119.23
246,55.8114,76.2232,120.341
247,56.524,76.6244,117.673
248,57.6103,77.0139,119.12
249,56.4955,74.8877,115.959
250,56.3392,75.6793,114.961
251,56.6523,76.6067,121.411
252,55.3364,75.8243,117.127
253,56.7469,77.9692,126.088
254,55.3746,74.6576,120.791
255,55.4899,75.5468,121.586
256,55.4846,73.8772,117.414
257,55.5953,73.9481,117.038
258,57.5996,76.9992,118.772
259,53.0923,76.607,119.369
260,56.0227,76.7532,119.851
261,57.1428,76.0234,118.909
262,55.2112,76.2272,122.033
263,55.084,74.9557,117.676
264,56.0582,76.0143,122.165
265,55.5933,74.7279,119.374
266,54.5158,75.9548,121.053
267,56.3522,76.9972,117.106
268,55.5735,75.0172,117.597
269,54.7246,74.6905,119.29
270,56.2344,79.3575,123.403
272.5,56.7151,77.0001,123.266
277.5,56.6908,75.8174,121.897
282.5,57.2631,77.4381,123.113
287.5,59.8194,76.907,120.125
292.5,57.3963,77.779,121.136
297.5,56.9808,78.0823,123.392
302.5,58.247,78.2258,120.436
307.5,58.0128,80.3899,123.636
312.5,58.1272,79.9931,125.792
317.5,60.4257,79.086,119.514
322.5,57.866,79.1704,124.193
327.5,55.5151,78.0777,123.237
332.5,58.3588,78.9306,124.022
337.5,62.5795,81.9009,123.309
342.5,59.9556,79.8574,123.266
347.5,61.2369,83.2965,128.271
352.5,61.1968,79.514,123.346
357.5,62.3253,81.1716,127.57
362.5,60.7106,81.7077,129.549
367.5,62.1962,81.6235,127.457
372.5,64.4037,83.6354,129.857
377.5,62.6883,83.4766,132.913
382.5,61.275,82.8131,126.608
387.5,62.0628,83.6759,129.152
392.5,62.0581,81.6951,128.471
397.5,62.1211,84.3524,128.418
402.5,60.285,84.8013,131.622
407.5,65.4538,84.6476,130.661
412.5,62.7258,83.3902,132.599
417.5,62.3938,81.9205,130.077
422.5,63.1151,84.2793,129.851
427.5,62.9902,84.0331,135.744
432.5,65.8642,84.494,129.214
437.5,65.8723,86.015,130.135
442.5,62.4703,84.8705,134.762
447.5,63.096,84.227,136.154
572.5,69.0026,89.8818,137.971
577.5,67.8007,87.9768,134.84
582.5,67.7642,89.1115,139.074
587.5,70.2621,89.9743,139.927
592.5,67.9142,88.514,136.416
597.5,69.5633,87.5689,136.682
602.5,70.1939,88.1213,131.847
607.5,68.0021,87.6022,136.249
612.5,69.974,89.4278,135.214
617.5,69.4684,91.3046,136.759
622.5,67.6921,86.2855,136.001
627.5,69.9993,88.576,137.368
632.5,69.3351,88.4859,133.605
637.5,70.8294,90.6127,141.667
642.5,67.8124,88.8234,135.995
647.5,70.0944,89.6617,135.426
652.5,67.8596,88.5867,138.849
657.5,71.054,92.6545,139.66
662.5,69.2106,87.8992,138.227
667.5,69.139,89.5387,143.947
672.5,68.4204,87.6711,131.042
677.5,70.5687,89.0588,137.428
682.5,69.5636,90.171,137.527
687.5,68.4259,89.4303,139.21
692.5,68.9627,87.7078,140
697.5,69.0421,90.724,139.4
702.5,67.9869,87.2947,131.492
707.5,69.9201,87.3582,141.064
712.5,70.0482,87.3233,140.256
717.5,68.761,88.0543,138.165
722.5,69.1317,87.7732,137.014
727.5,67.1839,88.9576,136.922
732.5,70.3003,89.8015,139.484
737.5,69.4062,89.0741,137.467
742.5,69.8131,91.1092,143.267
747.5,68.6319,88.8994,133.257
752.5,69.8029,89.5678,139.981
757.5,70.4509,92.0648,144.314
762.5,69.7482,88.0307,138.019
767.5,70.9971,91.998,141.643
772.5,72.1372,89.9452,144.276
777.5,69.7079,88.7852,134.832
782.5,71.8898,91.1679,140.499
787.5,68.9437,87.4938,133.755
792.5,69.1133,91.6935,137.315
797.5,70.5962,89.7133,142.101
802.5,68.8199,89.8422,136.715
807.5,68.7445,88.2449,143.187
812.5,70.3949,89.7116,139.938
817.5,69.8684,91.7411,137.454
822.5,70.37,89.3138,140.848
827.5,71.245,89.3005,135.139
832.5,72.2242,89.9793,138.136
837.5,70.0799,90.4244,142.092
842.5,70.2977,87.739,136.096
847.5,69.2131,90.1209,139.83
852.5,69.7781,91.1647,136.853
857.5,67.6751,88.3954,142.444
