Time_min,D16_micron,D50_micron,D84_micron
862.5,68.9652,87.3532,137.522
867.5,69.5143,89.3742,136.165
872.5,69.7485,91.0615,135.832
877.5,71.6438,92.2539,138.454
882.5,70.265,91.2138,140.659
887.5,67.794,88.7148,138.579
892.5,71.521,90.2526,139.183
897.5,69.7698,87.7666,139.631
902.5,68.7341,89.074,138.812
907.5,70.6947,90.5448,140.503
912.5,69.7713,88.8743,138.314
917.5,69.5658,89.0059,140.435
922.5,69.3138,91.245,140.892
927.5,70.3784,90.919,138.026
932.5,70.9869,90.8393,139.426
937.5,70.0699,89.5622,139.84
942.5,68.9481,88.6805,141.32
947.5,72.5138,91.5842,140.936
952.5,71.8592,94.2062,145.167
957.5,70.005,88.129,136.951
962.5,70.4638,89.0429,136.988
967.5,71.3658,87.4362,131.925
972.5,70.4591,91.4228,136.633
977.5,70.7659,89.9699,144.596
982.5,68.3066,87.7038,134.878
987.5,70.9111,88.4905,138.685
992.5,72.1651,91.5334,142.263
997.5,71.1946,90.8913,138.734
1002.5,70.4926,90.8457,137.611
1007.5,70.5939,89.1236,136.686
1012.5,70.3458,90.0875,138.564
1017.5,70.2148,90.5113,140.368
1022.5,70.3587,89.2973,136.474
1027.5,72.4232,89.3914,141.831
1032.5,71.6778,89.4766,141.512
1037.5,69.0972,89.6531,142.65
1042.5,70.8313,89.9129,142.586
1047.5,68.4276,89.5781,140.067
1052.5,69.9304,90.6705,139.946
1057.5,69.779,88.871,136.908
1062.5,70.1601,90.2082,140.877
1067.5,70.0381,91.8664,143.603
1072.5,70.078,89.3112,141.989
1077.5,71.3771,89.2468,145.327
1082.5,72.9009,93.0173,141.827
1087.5,71.5397,91.5537,142.415
1092.5,70.1047,90.5683,143.965
1097.5,71.4786,91.938,144.965
1102.5,71.7255,91.0927,138.068
1107.5,71.3964,91.2215,140.781
1112.5,72.523,92.7838,144.592
1117.5,73.0781,91.2178,146.047
1122.5,71.3142,92.6341,142.326
1127.5,72.141,90.9925,144.869
1132.5,71.007,90.2756,140.427
1137.5,70.1158,89.8782,140.461
1142.5,71.7705,90.4593,138.115
1147.5,71.253,90.0965,142.989
1152.5,71.6568,89.6874,137.033
1157.5,71.6511,93.8929,140.973
1162.5,71.4762,88.1754,134.722
1167.5,69.9536,90.1071,143.875
1172.5,72.9551,93.1253,144.91
1177.5,71.5084,90.5957,138.666
1182.5,73.0034,91.0552,142.959
1187.5,71.6286,91.4372,144.401
1192.5,73.6888,91.1416,142.639
1197.5,73.0733,92.502,142.327
1202.5,70.9186,90.0807,140.48
1207.5,72.529,90.6301,139.507
1212.5,71.6523,91.6968,139.026
1217.5,72.9209,90.3364,139.223
1222.5,72.7407,95.5532,142.653
1227.5,72.4255,91.1548,140.677
1232.5,71.0492,89.9796,138.44
1237.5,71.7783,89.2103,137.858
1242.5,71.6617,90.6244,141.987
1247.5,72.6751,92.5795,140.739
1252.5,71.4366,91.0814,141.143
1257.5,72.1262,90.5099,137.312
1262.5,70.3579,90.496,142.836
1267.5,71.818,93.2366,140.046
1272.5,72.4586,92.2547,146.2
1277.5,74.0439,92.9603,144.248
1282.5,72.4615,91.7408,141.216
1287.5,71.2587,89.5597,138.795
1442.5,71.7274,94.7822,143.055
1447.5,74.6638,92.5275,143.377
1452.5,72.0481,91.7706,142.881
1457.5,71.1014,89.9438,137.58
1462.5,74.5893,94.0426,147.516
1467.5,71.235,90.2179,139.553
1472.5,74.9647,91.9928,138.525
1477.5,71.6848,91.0454,143.069
1482.5,73.5616,91.9745,142.397
1487.5,72.4589,91.2137,141.064
1492.5,73.2781,91.0755,141.873
1497.5,71.1825,89.5785,141.177
1502.5,75.0164,94.6664,143.519
1507.5,73.0104,92.8471,141.102
1512.5,71.7188,91.0708,139.728
1517.5,74.0673,92.6344,146.493
1522.5,72.7766,92.3719,142.787
1527.5,71.9647,91.9207,140.45
1532.5,76.9738,94.7373,144.209
1537.5,72.9358,91.7578,141.972
1542.5,73.111,91.7535,140.281
1547.5,74.3589,91.771,138.658
1552.5,74.6748,93.6013,140.537
1557.5,70.0418,89.5853,137.533
1562.5,71.4232,91.0943,139.903
1567.5,74.4866,91.0031,138.258
1572.5,71.0399,91.4368,136.584
1577.5,72.2057,89.6939,136.947
1582.5,71.2064,90.1002,142.421
1587.5,71.4494,91.6969,142.772
1592.5,73.3709,92.6322,142.028
1597.5,71.5966,91.1617,141.072
1602.5,74.9526,94.1683,143.789
1607.5,73.0002,91.348,141.724
1612.5,72.1291,90.2916,143.257
1617.5,70.3185,88.8328,137.38
1742.5,73.6963,92.7139,147.274
1747.5,73.0677,91.9766,140.857
1752.5,73.6597,93.8269,145.209
1757.5,74.4475,92.7221,139.285
1762.5,71.729,91.6479,142.205
1767.5,74.8215,93.3408,140.606
1772.5,74.2659,93.4566,143.626
1777.5,74.4826,92.6474,140.868
1782.5,72.5602,92.4115,143.184
1787.5,72.1292,89.6851,138.597
1792.5,75.4919,93.5195,145.594
1797.5,71.4474,90.7778,138.508
1862.5,73.4581,90.8909,138.655
1867.5,74.6396,92.8828,143.667
1872.5,74.0554,91.8498,142.703
1877.5,73.452,91.1367,141.326
1882.5,73.0508,90.6869,138.147
1887.5,73.1695,91.6566,145.411
1892.5,73.1683,95.2172,146.825
1897.5,74.0122,92.6838,144.919
1902.5,72.8222,90.2351,139.334
1907.5,72.2395,90.8949,140.972
1912.5,75.1869,91.8686,140.211
1917.5,73.5591,91.952,144.813
