Time_min,D16_micron,D50_micron,D84_micron
1,15.0836,22.5844,36.0466
2,12.845,22.1518,40.773
3,13.6988,21.8929,47.047
4,13.7331,21.3323,36.5707
5,10.0161,17.0513,29.9872
6,11.2431,20.2562,33.8269
7,10.4374,19.7252,39.4975
8,11.8695,20.5488,40.7753
9,9.77655,17.1682,37.4809
10,10.0415,19.6237,37.714
11,14.6569,19.6733,34.157
12,14.7468,23.6137,44.005
13,11.6742,23.6411,46.1491
14,13.138,21.4001,43.3961
15,15.7216,23.0159,42.0602
16,12.7234,23.7335,57.3884
17,15.2531,21.1903,38.5903
18,13.538,21.5998,43.8726
19,10.7297,22.2359,42.6087
20,11.0684,22.2274,46.5432
21,10.6237,22.855,42.4642
22,10.6535,23.2342,53.6259
23,11.0369,25.8139,55.6476
24,11.5693,25.9497,59.9184
25,10.8604,23.9858,53.9918
26,10.8065,27.4058,55.7716
27,11.9136,26.5048,54.9235
28,12.8685,27.8511,59.071
29,12.4001,29.3468,59.3165
30,12.3248,29.4129,60.8249
31,10.9925,24.6747,54.4432
32,11.6235,30.1194,64.0034
33,12.0381,30.8511,64.5542
34,12.9938,29.5384,58.925
35,12.186,29.3598,59.111
36,12.7799,30.6987,64.0296
37,13.0382,27.7571,59.5343
38,12.6619,29.6145,63.6479
39,13.0609,29.1374,58.0652
40,14.6021,28.7617,55.1879
41,13.2626,29.3772,61.7671
42,12.7458,29.7976,62.5521
43,14.051,29.2508,57.1941
44,15.1695,30.7716,55.3968
45,14.6922,32.5166,60.6526
46,16.5561,34.277,59.4225
47,15.6108,32.3834,58.0905
48,17.3908,34.6476,62.4065
49,16.4857,35.7545,67.734
50,17.8643,37.0442,67.7332
51,17.3417,34.166,65.2409
52,16.7785,37.1784,64.9259
53,18.9189,37.662,67.1788
54,19.354,37.4394,66.0255
55,18.851,37.2162,69.4454
56,19.7269,38.9694,69.1368
57,21.7484,42.2584,74.8573
58,19.8528,40.1818,74.2229
59,22.8347,43.1677,76.7488
60,21.4454,42.413,72.7278
61,24.3126,44.9821,79.1728
62,21.9944,43.9908,77.0148
63,25.6074,45.3566,78.2921
64,26.12,47.6033,82.1566
65,24.6675,47.515,82.3549
66,25.3872,46.9347,79.3065
67,26.3062,50.3325,86.9544
68,26.8499,48.3306,81.647
69,27.1569,50.2435,86.0506
70,28.1287,50.4232,86.2541
71,28.2142,50.3824,84.5284
72,30.7255,52.1564,85.717
73,27.8313,52.2594,85.3523
74,28.7002,53.6622,92.2296
75,30.7468,53.1855,90.1602
76,32.164,56.2312,90.5549
77,30.1813,56.209,91.2368
78,32.4463,54.3014,92.5914
79,32.6008,56.5114,94.5703
80,30.3731,57.4949,94.9454
81,33.3705,55.2375,90.9621
82,33.6403,56.3621,95.6419
83,35.897,55.4984,92.0617
84,34.1485,58.9268,99.4368
85,35.9419,60.8839,100.307
86,38.0746,60.4517,102.408
87,36.8649,59.8702,100.067
88,39.7456,61.2695,96.2486
89,38.8327,63.7463,101.885
90,38.2881,60.909,100.132
91,39.5868,62.1888,102.931
92,39.7535,63.6076,99.0239
93,38.984,62.6194,100.635
94,41.2896,65.1215,105.919
95,42.7928,66.2674,104.828
96,40.2812,63.6727,107.658
97,41.4864,65.6259,111.283
98,40.9922,63.4253,106.852
99,43.6028,64.5593,107.459
100,42.5155,66.858,115.453
101,42.3679,65.4118,106.953
102,41.148,64.2586,108.021
103,41.0761,64.6266,102.764
104,42.7507,67.7525,104.427
105,40.7991,64.2346,106.351
106,45.4548,68.699,113.528
107,42.6375,67.2087,110.219
108,43.972,68.5232,113.497
109,43.5129,67.2725,108.459
110,42.4605,65.7514,105.391
111,45.9664,68.9604,112.247
112,45.4062,68.9531,111.206
113,44.493,66.5427,109.421
114,44.4046,71.2776,111.248
115,44.9167,67.8207,115.459
116,44.8942,72.6129,118.98
117,46.0441,68.917,108.441
118,47.2903,71.6324,110.435
119,46.508,70.6539,107.81
120,48.0441,72.9682,115.933
121,47.5727,71.3344,110.372
122,47.4371,71.7345,113.896
123,49.0662,70.595,113.871
124,48.7982,72.9829,117.655
125,49.4251,73.3174,114.431
126,43.9921,67.3852,108.659
127,50.7446,73.5897,115.957
128,49.0362,73.8078,118.388
129,48.0373,72.7928,121.077
130,49.6388,71.9649,115.525
131,53.5339,75.8208,117.146
132,49.2094,71.6519,110.148
133,49.9189,73.3827,115.155
134,48.906,73.2146,118.043
135,49.6783,75.1646,117.713
136,46.5033,73.6083,117.139
137,52.6878,73.8527,120.381
138,51.7859,74.7071,117.508
139,51.4081,75.7419,119.92
140,50.2885,75.1875,119.998
141,52.6703,75.1298,124.524
142,48.8898,71.6394,114.594
143,51.4216,73.2382,123.215
144,51.497,76.9245,123.839
145,51.1731,74.147,119.359
146,51.83,75.7546,119.697
147,53.3394,76.6877,121.017
148,54.1948,76.2921,124.683
149,53.5238,75.4769,123.444
150,55.3459,78.7147,117.7
151,52.2513,73.6535,121.218
152,51.2817,74.6015,119.608
153,51.5709,74.5473,118.696
154,54.9753,77.3014,123.55
155,55.3037,74.2342,118.771
156,55.4114,78.0326,126.75
157,53.8374,77.2671,121.515
158,53.224,76.5409,123.428
159,52.6827,78.0428,121.333
160,51.3779,76.2024,123.864
161,54.1394,76.8427,123.391
162,52.4891,75.4446,119.048
163,57.439,77.6124,118.378
164,56.3456,77.6131,126.027
165,55.5902,77.3518,121.497
166,56.4968,80.014,120.82
167,53.4863,79.378,129.732
168,57.0662,78.9295,128.529
169,56.5756,82.6657,128.273
170,55.6713,80.0763,125.456
171,56.3143,77.9233,122.234
172,55.0411,79.1648,125.017
173,54.3244,78.9557,126.202
174,54.8359,78.9671,127.152
175,54.4423,77.2866,122.147
176,55.8917,76.9442,120.282
177,54.4717,79.1563,122.616
178,57.6887,80.0009,130.919
179,56.5882,76.5922,121.101
180,57.9055,80.2683,122.71
181,56.7717,78.0763,132.246
182,60.6988,82.963,123.662
183,58.4337,77.1275,119.631
184,57.7214,79.4592,129.065
185,58.6886,83.7921,127.531
186,57.9091,78.4782,121.945
187,57.6356,83.2213,126.81
188,57.3195,81.3149,125.584
189,58.8258,80.3133,129.868
190,62.0708,82.875,131.217
191,56.9297,81.625,128.786
192,57.3187,81.1689,125.525
193,57.1898,78.0879,125.787
194,58.6339,82.3543,132.477
195,57.0347,79.6462,122.093
196,55.2899,79.9243,125.947
197,56.011,81.2242,125.033
198,56.9275,81.6183,127.692
199,56.5471,80.0579,121.927
200,59.1996,80.4652,129.7
201,56.455,81.194,129.376
202,56.4438,81.3711,128.348
203,59.096,77.6715,123.374
204,56.8883,78.6875,130.391
205,56.9713,79.2266,129.402
206,59.7392,81.2388,125.157
207,57.562,80.1384,130.623
208,58.044,82.9829,126.308
209,57.7428,78.0117,129.186
210,60.6021,82.8802,126.326
211,56.501,79.9694,122.55
212,58.7737,82.0642,127.736
213,60.561,82.1711,127.972
214,60.1515,79.9369,124.073
215,57.9919,77.5584,128.187
216,60.0291,81.5152,127.623
217,58.044,83.0834,123.707
218,61.4894,82.2721,128.87
219,58.1085,81.3596,124.789
220,56.1549,78.5853,118.976
221,58.0289,78.5491,127.56
222,61.6096,84.4287,131.895
223,60.0975,81.8131,126.486
224,60.6925,83.6584,128.045
225,60.8204,81.5775,127.314
226,59.638,81.5479,126.077
227,57.7981,82.6918,130.429
228,58.4891,79.8664,127.038
229,58.505,82.0767,126.303
230,57.3642,79.0994,125.034
231,56.0594,78.9851,127.005
232,56.8419,82.0273,127.132
233,61.971,82.7275,128.19
234,59.421,81.2226,129.382
235,61.6258,82.1116,124.63
236,60.1204,83.5377,130.651
237,59.0929,81.0883,125.384
238,59.4151,79.817,128.793
239,57.9962,81.9361,127.927
240,60.1962,82.1895,126.67
241,59.859,79.6818,126.086
242,60.5046,83.4451,129.643
243,60.4339,81.0917,124.406
244,60.257,80.4215,126.471
245,60.678,83.3116,126.738
246,60.4887,81.9239,126.414
247,62.6616,81.656,131.434
248,58.6841,78.8252,128.573
249,58.8355,82.4177,133.612
250,61.6422,82.3271,128.177
251,58.9622,81.8466,129.846
252,62.1045,84.0272,130.072
253,58.7128,80.2663,123.942
254,61.3828,84.623,134.545
255,59.7395,81.5309,127.624
256,59.9519,82.9449,131.953
257,60.1615,83.6597,126.217
258,63.2123,84.563,133.447
259,60.7122,83.4741,125.648
260,59.1752,81.192,127.766
261,60.7635,85.0374,130.638
262,60.564,84.4291,134.095
263,61.3252,81.837,132.456
264,60.9197,80.4911,125.413
265,61.6819,82.6284,130.112
266,62.4624,83.8888,128.676
267,62.3705,81.2616,127.871
268,60.6799,82.1876,134.351
269,61.646,84.1384,131.191
270,61.3004,83.2797,129.997
272.5,62.1039,84.0044,138.211
277.5,62.834,83.1023,129.064
282.5,60.2421,81.2356,126.109
287.5,62.4575,81.2783,129.831
292.5,63.141,84.415,133.146
297.5,62.7833,83.4711,128.598
302.5,61.4706,82.9445,131.414
307.5,66.3863,86.9889,137.922
312.5,65.1364,86.3379,134.101
317.5,64.7084,86.1274,136.148
322.5,63.9025,84.6509,131.875
327.5,63.7921,82.7561,129.519
332.5,65.6395,88.2589,135.25
337.5,65.483,88.3824,132.85
342.5,65.7646,87.2514,141.711
347.5,65.2274,87.359,135.118
352.5,65.0969,85.594,131.807
357.5,65.5625,85.5097,132.528
362.5,66.2043,89.5675,141.791
367.5,67.9814,90.3168,141.948
372.5,66.5552,86.6933,137.204
377.5,67.939,86.9037,141.061
382.5,65.4113,86.0555,133.994
387.5,69.092,90.4423,137.465
392.5,68.991,90.4725,143.971
397.5,69.3644,91.1926,143.35
402.5,67.7511,88.8648,139.447
407.5,66.581,87.9717,140.137
412.5,67.6055,90.1352,138.618
417.5,70.3433,91.812,138.983
422.5,68.0683,93.0687,148.516
427.5,69.6061,89.3783,140.672
432.5,69.6906,90.6663,138.423
437.5,70.4303,91.7529,143.321
442.5,70.7435,89.8373,141.17
447.5,71.1245,93.2298,141.382
572.5,74.4421,94.8256,149.694
577.5,72.9798,94.1297,150.262
582.5,75.9142,98.473,154.934
587.5,74.9318,95.469,151.891
592.5,73.2306,96.8799,149.724
597.5,74.8376,95.7985,146.987
602.5,71.4536,95.9895,155.026
607.5,74.8733,98.1389,150.236
612.5,75.7553,98.3554,152.843
617.5,74.4857,97.9217,149.96
622.5,71.636,94.9312,142.679
627.5,76.3736,99.7759,155.705
632.5,74.2194,95.9181,152.637
637.5,75.3246,96.5619,148.676
642.5,75.1148,97.005,149.922
647.5,75.5178,97.1306,157.458
652.5,76.5554,97.131,150.041
657.5,76.6122,99.1385,152.608
662.5,72.8355,96.4406,148.652
667.5,76.5549,94.8479,145.42
672.5,76.0246,97.021,151.253
677.5,76.966,96.7623,159.329
682.5,74.8309,97.3709,150.329
687.5,76.0552,98.4141,152.775
692.5,77.3088,98.7993,149.991
697.5,76.1594,97.6038,152.25
702.5,76.2261,98.8033,152.224
707.5,76.2724,100.431,155.235
712.5,75.9649,98.2293,154.049
717.5,75.9473,97.3386,155.865
722.5,75.0021,96.372,148.857
727.5,76.9093,98.9839,155.77
732.5,75.2856,98.2756,156.958
737.5,76.1326,99.5936,155.769
742.5,75.6256,98.7696,152.516
747.5,78.9903,99.1872,156.088
752.5,75.2913,95.3353,143.115
757.5,75.7925,97.8419,163.726
762.5,77.1261,99.6898,153.456
767.5,78.0136,98.918,153.202
772.5,76.9041,98.2554,152.574
777.5,78.3271,100.725,155.62
782.5,77.1778,97.0385,157.053
787.5,76.2882,97.1586,147.099
792.5,76.3393,99.6811,152.9
797.5,75.732,96.8838,151.899
802.5,78.6114,100.288,155.586
807.5,75.9959,99.9201,153.558
812.5,78.2802,100.775,155.961
817.5,77.3752,97.8859,151.773
822.5,78.4699,98.3439,150.443
827.5,75.198,98.1517,149.544
832.5,76.3482,97.0666,151.19
837.5,76.9445,95.3512,148.894
842.5,76.8838,98.0015,154.199
847.5,78.4239,98.7991,158.8
852.5,76.7479,99.3666,155.787
857.5,75.877,97.5372,152.493
862.5,76.0147,96.2315,150.681
867.5,75.578,99.044,155.053
872.5,75.5678,99.1978,154.659
877.5,76.4751,96.1995,149.656
882.5,77.7324,99.4716,148.611
887.5,76.1252,95.5722,146.988
892.5,75.8759,99.6753,156.567
897.5,75.8331,95.8203,151.5
902.5,77.6872,98.0788,147.345
907.5,75.953,94.5786,140.352
912.5,76.8875,97.5349,157.873
917.5,76.4911,97.1601,148.346
922.5,76.3035,97.5378,150.793
927.5,77.1562,96.6648,150.432
932.5,75.0219,98.4168,150.4
937.5,78.0297,99.3071,152.818
