Time_min,D16_micron,D50_micron,D84_micron
942.5,79.7184,101.381,159.844
947.5,75.0948,96.5416,149.03
952.5,78.467,100.283,150.879
957.5,77.8278,98.4316,153.976
962.5,76.2769,96.2328,150.31
967.5,76.6287,96.4669,151.878
972.5,76.4006,98.4533,154.616
977.5,77.3022,101.494,152.398
982.5,76.3828,100.715,154.427
987.5,76.8984,99.0894,154.171
992.5,76.1954,97.8766,147.46
997.5,78.2578,99.2542,156.869
1002.5,77.5306,99.9918,152.181
1007.5,79.4024,100.071,154.957
1012.5,77.9333,98.5761,153.903
1017.5,76.5142,98.8398,147.555
1022.5,76.8578,96.5701,151.706
1027.5,79.6775,99.682,153.238
1032.5,76.3667,99.1483,149.069
1037.5,74.0832,96.0062,149.307
1042.5,75.674,96.5899,152.556
1047.5,77.9109,97.0259,147.822
1052.5,75.6231,95.7171,150.605
1057.5,76.5967,97.8117,154.254
1062.5,76.5439,98.2002,150.571
1067.5,77.6041,97.237,154.558
1072.5,76.0851,96.3947,149.239
1077.5,76.7292,95.5532,149.088
1082.5,75.5867,95.9263,152.914
1087.5,79.5691,99.9539,152.533
1092.5,76.8154,98.0205,148.933
1097.5,77.828,97.4936,148.648
1102.5,74.6788,96.1933,152.965
1107.5,78.3055,98.8411,151.058
1112.5,78.4174,96.7829,145.961
1117.5,77.541,95.0286,148.585
1122.5,77.5877,98.8605,149.301
1127.5,76.4797,95.7997,156.069
1132.5,74.3646,95.7476,143.228
1137.5,77.1207,96.0339,150.963
1142.5,77.1247,97.1225,153.204
1147.5,77.4453,99.1947,150.834
1152.5,76.0882,97.4725,149.424
1157.5,78.4194,98.2848,153.18
1162.5,77.7372,98.1405,153.24
1167.5,76.3084,97.5595,161.596
1172.5,77.7145,96.5695,154.792
1177.5,77.965,95.0909,146.246
1182.5,76.9673,96.4634,152.506
1187.5,78.7413,97.5791,146.418
1192.5,78.3162,98.3018,153.329
1197.5,78.6985,98.2107,150.442
1202.5,77.6084,95.9051,153.41
1207.5,77.4313,97.6422,152.032
1212.5,77.8045,98.186,148.052
1217.5,76.6292,96.8272,151.177
1222.5,78.9478,98.705,146.446
1227.5,77.2223,96.9868,146.037
1232.5,75.9702,92.8236,140.793
1237.5,74.7135,96.3996,151.704
1242.5,74.954,95.8398,147.766
1247.5,78.0334,98.4599,151.904
1252.5,76.5424,96.263,146.216
1257.5,76.8685,95.883,147.953
1262.5,75.4441,97.3444,151.385
1267.5,76.781,94.2001,149.188
1272.5,76.147,95.9548,149.284
1277.5,74.7857,93.6113,145.083
1282.5,77.9679,97.9652,151.915
1287.5,75.5442,97.7104,154.937
1442.5,76.2012,94.6634,149.079
1447.5,75.6096,95.2957,142.705
1452.5,77.3359,96.4411,145.302
1457.5,74.5051,92.9616,146.004
1462.5,75.2137,96.429,146.239
1467.5,77.5277,96.3891,149.728
1472.5,76.5223,95.8408,148.15
1477.5,73.9874,94.939,149.588
1482.5,75.8589,96.316,145.172
1487.5,74.9655,92.3123,142.17
1492.5,73.2689,93.7709,147.064
1497.5,75.7259,94.2363,147.808
1502.5,77.1711,98.6552,150.237
1507.5,74.0168,92.9625,145.996
1512.5,77.0302,94.8741,145.762
1517.5,76.0277,96.1792,150.642
1522.5,75.6266,95.9177,151.008
1527.5,75.8237,95.4326,149.42
1532.5,78.8364,96.4406,152.121
1537.5,77.1148,93.8763,145.997
1542.5,74.3144,93.7675,146.34
1547.5,75.104,95.7125,145.249
1552.5,76.4693,94.688,152.298
1557.5,74.1874,97.0199,145.733
1562.5,78.3734,95.7754,149.055
1567.5,79.3721,98.5837,157.241
1572.5,76.2974,96.6029,151.064
1577.5,74.3703,95.7889,147.725
1582.5,74.6669,93.619,145.348
1587.5,74.9854,94.0061,146.007
1592.5,76.9278,95.65,144.567
1597.5,76.9922,96.1253,146.7
1602.5,75.6092,95.4053,146.68
1607.5,75.0115,97.2659,150.046
1612.5,77.22,97.1135,153.112
1617.5,75.6161,93.6174,151.149
1742.5,73.1764,92.043,147.133
1747.5,74.4928,95.2886,144.671
1752.5,73.1749,93.6351,141.509
1757.5,73.4002,93.8418,143.378
1762.5,76.0388,94.1859,144.399
1767.5,74.0739,92.9619,140.383
1772.5,75.6283,94.8502,146.761
1777.5,75.1366,95.9064,151.46
1782.5,73.6136,92.2703,143.006
1787.5,75.8727,96.2235,149.296
1792.5,74.8541,93.978,144.261
1797.5,76.9382,98.1308,146.557
1922.5,74.929,94.2479,145.373
1927.5,73.391,94.6238,143.98
1932.5,75.0822,93.6096,142.8
1937.5,74.3923,95.1648,146.048
1942.5,74.0539,92.294,141.69
1947.5,73.4616,91.4995,145.653
1952.5,74.2168,91.1199,143.339
1957.5,70.2607,88.135,141.66
1962.5,73.8072,93.0517,145.221
1967.5,73.4336,91.2728,143.587
1972.5,72.9151,93.1495,137.859
1977.5,74.1713,90.7567,146.02
